,Title,Score
705,THYKIER - THE LIMIT [NCS Release]_103,-490373.15329613397
593,Raven & Kreyn - Get This Party [NCS Release]_453,-490598.9734227747
449,Lemon Fight - Stronger (feat Jessica Reynoso) [Champion Remix]  NCS Release_271,-491681.8972140872
366,Jim Yosef - Moonlight [NCS Release]_226,-492031.58913940086
105,Cadmium - Change Your Mind [NCS Release]_193,-492240.2047747768
474,Luke Carpenter & John Ross - California (feat Corey Saxon) [NCS Release]_780,-492394.90536572866
468,Lost Sky - Fearless [NCS Release]_425,-492574.8241774583
337,its different - Shadows (feat Miss Mary) [NCS Release]_526,-492891.50418016844
209,Diviners X Riell - Slow [NCS Release]_24,-493356.81334435183
652,Ship Wrek - Pain (feat Mia Vaile) [NCS Release]_565,-493366.72033578553
247,Elektronomia & JJD - Free [NCS Release]_475,-494687.74746910174
394,Julius Dreisig - Whered You Go (feat Luna Lark) [NCS Release]_65,-494752.4442818167
756,Valcos & Chris Linton - Without You [NCS Release]_242,-495110.7329649059
638,ROY KNOX x Tim Beeren - Save Me (Feat Svniivan) [NCS Release]_128,-495110.9038586477
536,NIVIRO - Diamond [NCS Release]_250,-495143.81001470075
513,Midranger - Apocalypse [NCS Release]_4,-495469.86669985263
526,Music Predators - Adventure Time [NCS Release]_746,-495582.2862610293
627,Rob Gasser - Supersonic [NCS Release]_508,-495665.41646433435
185,Dirty Palm - No Stopping Love [NCS Release]_229,-495999.2905820778
408,KIRA - New World [NCS Release]_223,-496267.3953682028
689,T-Mass - Bow and Arrow [NCS Release]_451,-497158.12640200835
101,bvd kult - Made Of Something (feat Will Heggadon) [NCS Release]_514,-497966.1868654594
795,Wontolla Kasger & Limitless - Miles Away [NCS Release]_695,-498786.02990441315
431,Krys Talk & Cole Sipe - Way Back Home [NCS Release]_747,-498972.3353786523
290,Futuristik - Little Bit (feat Sethh) [NCS Release]_585,-499279.2281481944
264,Ellis - Migraine (feat Anna Yvette) [NCS Release]_555,-500467.89291190397
81,Barren Gates & MIME - Enslaved [NCS Release]_280,-501064.9502016362
134,Convex - 4U (feat Jex Jordyn) [NCS Release]_212,-501226.9591757095
197,Distrion & Alex Skrindo - Entropy [NCS Release]_659,-501330.2357547566
84,Barren Gates - Slow Down [NCS Release]_207,-501470.02514675225
553,NIVIRO ft PollyAnna - Fast Lane [NCS Release]_295,-502544.9567346825
346,Jensation - Delicious [NCS Release]_440,-502564.4002983501
212,DM Galaxy - Paralyzed (feat Tyler Fiore) [NCS Release]_796,-502632.8569259082
5,3rd Prototype - After the Storm [NCS Release]_130,-502932.3594708988
785,WATEVA - See U (feat Johnning) [NCS Release]_450,-503136.0733330031
94,Blazars - Northern Lights [NCS Release]_506,-503189.9741413783
576,Phantom Sage - The Light [NCS Release]_577,-503798.27507645474
594,Raven & Kreyn - In The Air [NCS Release]_481,-504745.17488111195
699,The Eden Project - Chasing Ghosts [NCS Release]_774,-505684.48167425056
773,Vidya Vidya - Safari Fruits [NCS Release]_662,-506524.5069200309
87,Beatcore & Ashley Apollodor - Just Stay [NCS Release]_386,-506616.1661528954
355,Jim Yosef - Arrow [NCS Release]_647,-506633.085183184
681,Syn Cole - Gizmo [NCS Release]_165,-508728.65547086165
721,Tobu - Sound of Goodbye [NCS Release]_693,-508958.924193046
473,Lostboy & Slashtaq - Elysium [NCS Release]_454,-509241.45247240923
125,Chime - Lifelong [NCS Release]_33,-509936.988162824
434,Krys Talk - Fly Away [NCS Release]_702,-509940.75849561
369,JJD - Adventure [NCS Release]_572,-509956.3691883825
401,Kasger - Out Here [NCS Release]_596,-509960.15017981274
223,Droptek - New Style [NCS Release]_131,-510521.51206574414
310,Heuse & Tom Wilson - Ignite [NCS Release]_5,-510709.71190710715
736,Unknown Brain - DEAD (ft KAZHI) [NCS Release]_2,-510870.4164254798
237,Electro Light feat Sidekicks - Hold On To Me [NCS Release]_785,-511155.20789166307
617,Rival x Cadmium - Seasons (feat Harley Bird) [NIVIRO Remix]  NCS Release_300,-511585.85150383844
353,Jim Yosef & Sara Skinner - WILDFIRE [NCS Official Video]_200,-512107.5543132197
177,Different Heaven - Far Away (Phantom Sage Remix) [NCS Release]_612,-514783.50713164493
107,Cadmium - Ghost (feat Eli Raain) [NCS Release]_327,-515235.1057392296
646,Sekai - Somebody [NCS Release]_479,-515731.75467225
88,BEAUZ & JVNA - Crazy [NCS Release]_239,-515798.3938972072
488,Mark Pettitt - Something Inside [NCS Release]_192,-516777.63925073436
141,Culture Code & Regoton ft Jonny Rose - Waking Up [NCS Release]_775,-517006.70182834344
327,Inukshuk - Happy Accidents [NCS Release]_655,-517694.66761500493
276,Far Out - Chains (feat Alina Renae) [NCS Release]_377,-518370.2219069418
20,Aeden & Um41K - Aint Nobody Perfect [NCS Release]_61,-519905.86329367
540,NIVIRO - I Just Wanna [NCS Release]_304,-519974.44577569084
149,CØDE - Duck Face [NCS Release]_392,-520671.8217115033
667,Spektrum & Sara Skinner - Keep You [NCS Release]_236,-521069.75230801065
428,Krakn - Aurora [NCS Release]_374,-521846.1588854951
137,Coopex - I Miss You [NCS Release]_160,-523209.45826305915
10,3rd Prototype - I Know [NCS Release]_284,-523566.3000039873
637,ROY KNOX - Shining [NCS Release]_155,-523774.27265519556
725,Tom Wilson - Be Myself [NCS Release]_15,-523806.3752933802
265,ELPORT x VYMVN - Power [NCS Release]_276,-525004.8218937073
24,Aero Chord & Anuka - Incomplete [NCS Release]_461,-525570.6894970695
305,Halvorsen - She Got Me Like [NCS Release]_692,-525657.7828000662
274,ÉWN - The Light [NCS Release]_251,-525974.7511574081
675,Sub Urban - Cradles [NCS Release]_249,-526903.3454862734
761,Vanze - Survive (feat Neon Dreams) [NCS Release]_540,-528367.1193615077
525,Mountkid - No Lullaby [NCS Release]_346,-528843.1912861301
360,Jim Yosef - Firefly [NCS Release]_673,-529250.7555003266
574,Phantom Sage - Our Lives Past (feat Emily Stiles) [NCS Release]_444,-529659.5246537407
495,Max Brhon - The Future  [NCS Release]_121,-530796.7753128821
798,XØ SELF - dR3ÄMS (ft ARZĘ) [NCS Release]_139,-530935.5303641757
288,Futuristik - Forgive Me [NCS Release]_225,-531469.5591733343
435,KSafo & Alex Skrindo - Future Vibes (feat Stewart Wallace) [NCS Release]_671,-531502.1886815195
426,Kozah - Hyperdrive [NCS Release]_117,-531609.5776045299
489,Maryn - Shake You Off (feat Shel Bee) [NCS Release]_218,-532443.0530973664
267,Emdi x Coorby - Lonewolf (feat Kristi-Leah) [NCS Release]_356,-532842.8846948108
169,Diamond Eyes - 23 [NCS Release]_32,-533898.0481968125
555,Nurko & Last Heroes - Promise Me (feat Jessie Chambers) [NCS Release]_313,-534510.3458088544
40,Anikdote - Imma Killa [NCS Release]_546,-534524.2577752514
607,RetroVision - Hope [NCS Release]_299,-535082.7770267234
747,Unknown Brain - War Zone (ft MIME) [NCS Release]_175,-535633.8213861395
363,Jim Yosef - Let You Go [NCS Release]_56,-536557.7342072523
34,Alex Skrindo - Jumbo [NCS Release]_640,-536693.1590673026
763,Vena Cava & Project Veresen feat Raya - Flames [NCS Release]_788,-537080.4930745596
253,Elektronomia - Summersong 2018 [NCS Release]_324,-537189.6689019016
632,Rogers & Dean - No Doubt (Rival x Cadmium Remix) [NCS Release]_320,-538482.6838215864
67,Audioscribe - Shimmer [NCS Release]_75,-538634.2693118404
460,Levianth & Axol - Remember (feat The Tech Thieves) [NCS Release]_567,-539223.8569393998
674,Steve Hartz - Never Get Old [NCS Release]_105,-539713.6194502881
702,The Same Persons - Versace [NCS Release]_10,-540085.1473977562
483,Mangoo - Happi (ft bby ivy) [NCS Release]_29,-541441.2869846432
452,Lensko - Cetus [NCS Release]_755,-543351.68205457
286,Four Eyes - Psycho [NCS Release]_476,-543720.8578905301
331,Itro & Kontinuum - Alive [NCS Release]_666,-543728.4901719938
397,Kadenza - Harpuia [NCS Release]_538,-545085.4070425535
147,Culture Code feat Karra - Make Me Move (James Roche Remix) [NCS Release]_496,-545743.9852403554
739,Unknown Brain - Perfect 10 (feat Heather Sommer) [NCS Lyric Video]_316,-547643.5242161269
293,Geoxor - Higher [NCS Release]_510,-548025.5695258928
92,Besomorph x EMM - Afterlife [NCS Release]_17,-550541.873597184
737,Unknown Brain - Inspiration (feat Aviella) [NCS Release]_439,-550617.2500171372
708,Tobu & Itro - Sunburst [NCS Release]_783,-551529.9269008436
8,3rd Prototype - Feel So Good [NCS Release]_298,-551870.9299254436
308,Heuse & Caravn - Spirits Say [NCS Release]_47,-552097.2505344184
97,Blooom - Be Around [NCS Release]_74,-553029.8063615849
256,ElementD & Chordinatez - Radiate (feat Mees Van Den Berg) [NCS Release]_383,-555326.8457262954
289,Futuristik - Like U Say [NCS Release]_234,-555597.4114854153
73,Axol - ILY [NCS Release]_556,-555759.9309273238
636,ROY KNOX - I Wish [NCS Release]_136,-555820.2824448238
356,Jim Yosef - Canary [NCS Release]_557,-556586.1774336483
672,Star Party - Legends  [NCS Release]_219,-558825.9797692443
196,Disfigure - Summer Tune [NCS Release]_804,-560125.178680983
487,Marin Hoxha x Annie Sollange  - Falling For You [NCS Release]_244,-560615.5917884307
610,RetroVision - Puzzle VIP [NCS Release]_380,-561082.404139357
515,Mike Vallas Jagsy & quaggin - Left My Heart In Pain [NCS Release]_269,-561188.9750677078
685,T & Sugah - Sleepless (feat MVE) [NCS Release]_456,-561600.4112752362
542,NIVIRO - Sapphire [NCS Release]_519,-561771.7093677418
706,Time To Talk - Time To Talk ft Georgia Michel [NCS Release]_30,-562230.5392051209
658,Siren - Run Away [NCS Release]_668,-562482.5985864253
521,More Plastic - Summoning [NCS Release]_122,-562553.6674949168
38,Andromedik - With Me [NCS Release]_275,-563035.8252625075
575,Phantom Sage - Silence (feat Byndy) [NCS Release]_593,-564068.120142129
404,Killabyte - Wicked Ways (feat Danyka Nadeau) [NCS Release]_368,-565552.514305251
349,Jim Yosef & Alex Skrindo - Passion [NCS Release]_679,-566544.1828565879
184,Dirty Palm - Freakshow (feat LexBlaze) [NCS Release]_311,-567352.4003500234
359,Jim Yosef - Fall With Me [NCS Release]_40,-567451.5144296126
339,IZECOLD - Close (feat Molly Ann) [NCS x FHM Release]_603,-567533.4875466754
230,Egzod - Mirage (feat Leo The Kind) [NCS Release]_378,-568028.7422017122
455,Lensko - Rebirth [NCS Release]_513,-569668.9223291678
191,Disfigure - Blank (HYLO Remix) [NCS Release]_376,-569781.1272919574
281,Floatinurboat - Limbo (feat ELIØTT) [NCS Release]_297,-569996.5673989453
683,Syntact - Shallow [NCS Release]_654,-570098.8208744627
287,Fransis Derelle - Fly (feat Parker Pohill) [NCS Release]_589,-570222.5573125798
130,Clarx - HAY [NCS Release]_364,-570300.670279914
371,JJD - Halcyon [NCS Release]_607,-570444.841274358
505,Mendum - You (feat Brenton Mattheus) [NCS Release]_89,-570794.8132037859
143,Culture Code - Fairytale (feat Amanda Collis)  [NCS Release]_146,-570921.8768047577
129,Clarx - Bones [NCS Release]_231,-572280.1903235349
580,Prismo - Stronger [NCS Release]_390,-573563.0485476676
720,Tobu - Seven [NCS Release]_803,-576390.1022195179
181,Different Heaven - OMG [NCS Release]_653,-576449.8750035724
234,Egzod - Wake Up (feat Chris Linton) [NCS Release]_436,-576798.8651665633
152,Dark Heart - Crash Test Dummy [NCS Release]_41,-578185.4049123155
227,Egzod & Tanjent - Universe [NCS Release]_329,-579105.5093052533
157,Debris & Jonth - Game Time [NCS Release]_214,-579165.5159668883
782,WATEVA - Ber Zer Ker [NCS Release]_319,-579912.6660822325
204,Diviners - Escape (feat Rossy) [NCS Release]_197,-581730.9472642313
522,Morley & Speo - Hope [NCS Release]_784,-584269.2212160864
432,Krys Talk - Fly Away (JPB Remix) [NCS Release]_689,-586148.150781341
615,Rival x Cadmium - Seasons (feat Harley Bird) [Futuristik & Whogaux Remix] [NCS Release]_341,-586259.5321735364
804,Zookeepers & Heuse - Mercury [NCS Release]_403,-587667.7709676267
358,Jim Yosef - Eclipse [NCS Release]_626,-587935.2883237128
324,InfiNoise - Sunlight (Feat Nilka) [NCS Release]_140,-587936.354162047
12,3rd Prototype - Renegade (feat Harley Bird & Valentina Franco) [NCS Release]_164,-589631.8714429901
377,Johnning - Dont Want U Back (feat ÉWN & whogaux) [NCS Release]_125,-589672.8155032189
563,Our Psych - Purge [NCS Release]_404,-590097.4527675295
743,Unknown Brain - Saviour (feat Chris Linton) [NCS Release]_522,-590201.0572725717
261,Elliot Berger - The Nameless [NCS Release]_776,-592528.3003164629
15,Abandoned & InfiNoise - Night Caller (feat Project Nightfall) [NCS Release]_373,-593110.4036132437
722,Tobu - Turn It Up [NCS Release]_217,-594380.5465854174
145,Culture Code - Make Me Move (feat  Karra) [Tobu Remix]  NCS Release_469,-594580.6356098405
202,Distrion - Alibi (ft Heleen) [NCS Release]_58,-598436.6904660473
647,Sex Whales & Phantom Sage - One Day [NCS Release]_648,-598521.2052072769
801,Y&V - Lune [NCS Release]_632,-599301.8558764104
257,ElementD & Chris Linton - Ascend [NCS Release]_222,-600199.9391727753
678,Subtact - Want You (feat Sara Skinner) [NCS Release]_278,-601890.5074222443
123,Chime & Adam Tell - Whole (Rob Gasser Remix) [NCS Release]_472,-601966.8960138131
598,Raven & Kreyn x Moji x Illusion - Dream Forever [NCS Release]_358,-602117.0829617
30,Alex Holmes & Dark Point - You Are [NCS Release]_110,-602349.1722595852
421,Koven & ROY KNOX - About Me [NCS Official Video]_173,-602606.0012026296
616,Rival x Cadmium - Seasons (feat Harley Bird) [NCS Release]_351,-603551.3107061826
661,SirensCeol - Nostalgia [NCS Release]_708,-603637.146603414
368,Jim Yosef x ROY KNOX - Sun Goes Down [NCS Release]_73,-604559.7134226451
779,Warptech ft Cory Friesenhan - Resolution [NCS Release]_806,-605734.918579379
362,Jim Yosef - Imagine [NCS Release]_369,-606517.5257855398
491,Matthew Blake feat Tyler Fiore - Upside Down [NCS Release]_715,-606824.3236417043
789,Weero & Mitte - Our Dive [NCS Release]_272,-607169.4969466489
476,MAGNUS x Unread - Cool (feat Alessia Labate) [NCS Release]_52,-607240.2916457953
382,Jonth - Collapse [NCS Release]_48,-607396.3677802363
456,Lensko - Sarvagon 2015 [NCS Release]_713,-607399.4155272519
333,Itro - Panda [NCS Release]_730,-608391.0526797773
269,Ephixa & Jim Yosef - Everlasting [NCS Release]_575,-608794.3193612504
31,Alex Skrindo & Miza - Thinkin [NCS Release]_302,-609758.8781627659
6,3rd Prototype - Blue [NCS Release]_157,-609813.5677913866
390,JPB - Levitate (feat Joe Erickson) [NCS Release]_657,-610161.5901813195
153,David Bulla - High Life [NCS Release]_778,-611192.4746388951
547,NIVIRO - The Guardian Of Angels [NCS Release]_394,-611381.7268495412
759,Vanze & Reunify - Angel (feat Parker Polhill & Bibiane Z) [NCS Release]_497,-614130.1820637747
746,Unknown Brain - Waiting (feat Lox Chatterbox BLVKSTN & Salvo) [NCS Release]_258,-614721.9028891178
541,NIVIRO - Memes [NCS Release]_338,-616062.7730384071
440,Last Heroes - Dimensions [NCS Release]_332,-616612.2445206929
322,Icehunt - Hover (feat Helen Tess) [NCS Release]_468,-616617.2950894011
679,Summer Was Fun & Laura Brehm - Prism [NCS Release]_206,-617287.4390561406
439,LarsM - Lovers [NCS Release]_717,-619113.2136081308
148,Curbi - Dime [NCS Release]_739,-620499.665912071
82,Barren Gates - Devil (VIP) [NCS Release]_18,-620860.0117064045
796,Wubbaduck - Rush [NCS Release]_290,-621419.1012868911
412,Kontinuum - Aware [NCS Release]_683,-622336.3774732153
347,Jensation - Donuts [NCS Release]_566,-622516.9530297527
480,Main Reaktor - Salvation [NCS Release]_773,-624998.606046219
388,JPB - Get Over You (feat Valentina Franco) [NCS Release]_370,-625105.7106604561
300,Halcyon & Valentina Franco - Runaway (Heuse Remix) [NCS Release]_230,-625842.3737334219
714,Tobu - Hope [NCS Release]_789,-626053.069037677
336,its different - Outlaw (feat Miss Mary) [NCS Release]_511,-626368.2938487153
561,Omri - DisHonest [NCS Official Video]_240,-627341.6255696635
438,LarsM & Side-B ft Aloma Steele - Over [NCS Release]_765,-627876.1708926719
791,Whales & ggnoaa - Paranoia [NCS Release]_209,-629034.9427474998
1,2SCOOPS - Donuts [NCS Release]_328,-629448.1701546798
68,Audioscribe - Skyline [NCS Release]_814,-630441.7560056645
364,Jim Yosef - Lights [NCS Release]_691,-631038.4427720034
127,Chris Linton & Cadmium - Slow Down [NCS Release  Lyric Video]_20,-632146.603496304
500,Mendum - One Third [NCS Release]_706,-633223.5010054361
625,Rob Gasser - Ricochet [NCS Release]_492,-635033.5541912003
441,Last Heroes x TwoWorldsApart - Eclipse (feat AERYN) [NCS Release]_286,-635510.7082023332
370,JJD - Future [NCS Release]_512,-636139.8144796347
572,Phantom Sage - Kingdom (feat Miss Lina) [NCS Release]_438,-636241.4451863491
278,Fareoh - Illuminati [NCS Release]_92,-638161.8871628486
457,Lensko - Titsepoken 2015 [NCS Release]_704,-638629.7662994858
108,Cadmium X Paul Flint - A Strangers Dead [NCS Release]_112,-639547.5126120008
651,Ship Wrek & Zookeepers - Ark [NCS Release]_619,-639809.7514882317
550,NIVIRO - Time For Polka [NCS Release]_153,-643503.2201849686
659,SirensCeol & Reaktion ft The Eden Project - Let You Know [NCS Release]_787,-646726.1199143092
3,3rd Prototype & Emdi - House [NCS Release]_424,-647309.1928955541
180,Different Heaven - Nekozilla [NCS Release]_660,-647541.7762803948
758,Valence - Infinite [NCS Release]_503,-649311.921468638
102,bvd kult - VIP [NCS Release]_452,-650531.085909581
283,Floatinurboat x Chris Linton - Holding On [NCS Release]_345,-650634.9326871121
492,Max Brhon - Cyberpunk [NCS Release]_159,-651074.873002942
193,Disfigure - Blank VIP (feat Tara Louise) [NCS Release]_628,-651176.1158615819
243,Electro-Light - Symbolism ptII [NCS Release]_308,-651383.4224984262
633,ROY KNOX & Shiah Maisel - Living With Regret [NCS Release]_53,-652003.2898899519
742,Unknown Brain - Saviour (feat Chris Linton) [NCS Official Video]_509,-653203.6928268992
340,Jagsy & Tom Wilson - All My Love (ft braev) [NCS Release]_28,-653730.5756198685
519,More Plastic - Power [NCS Release]_77,-654393.5987350752
232,Egzod - Paper Crowns ft Leo The Kind (Nurko Remix) [NCS Release]_353,-654813.0950997465
472,Lost Sky - Where We Started (feat Jex) [NCS Release]_138,-655212.7069388074
65,Au5 - Interstellar (feat Danyka Nadeau) [NCS Release]_50,-657323.3346650058
391,JPB - LONG NIGHT (feat Marvin Divine) [NCS Release]_0,-658806.193114633
91,Besomorph & Coopex - Redemption (ft Riell) [NCS Release]_191,-659673.588394097
535,NIVIRO - Dancin [NCS Surround Release]_277,-660061.7396619889
220,Drolood - Break It [NCS Release]_1,-661242.7281831414
386,JPB - All Stops Now (feat Soundr) [NCS Release]_263,-662607.4213922129
182,Different Heaven - Safe And Sound [NCS Release]_532,-665562.752424181
64,Au5 - Closer (feat Danyka Nadeau) [NCS Release]_344,-667834.6961304669
13,3rd Prototype - Shadows [NCS Release]_237,-668107.5011810346
56,Ascence - Rules [NCS Release]_245,-668747.303960637
569,Phantom Sage - Away (feat Byndy) [NCS Release]_571,-669303.4281142155
2,32Stitches - Olympus [NCS Release]_176,-669849.3874958293
138,Coopex - Over The Sun [NCS Release]_150,-672275.1747724686
765,Vena Cava - Noire [NCS Release]_752,-672765.5500543248
86,Beatcore & Ashley Apollodor - Everyday [NCS Release]_127,-672845.5916915665
732,Unison - Translucent [NCS Release]_598,-672886.8652424748
444,Laszlo - Here We Are [NCS Release]_782,-678023.1937591524
354,Jim Yosef & Valentina Franco - Chasing Dreams [NCS Release]_256,-678186.7675612683
14,3rd Prototype - Together [NCS Release]_482,-678245.7087690586
70,Axol & Hoober - How We Do It (ft Marvin Divine) [NCS Release]_107,-678348.9602555144
693,Tetrix Bass Feat Veela - The Light [NCS Release]_817,-680447.3509026164
299,Halcyon & Starlyte - Escape With Me (feat Charlotte Haining) [NCS Release]_554,-681388.6894579887
516,Modern Revolt - LOCA  [NCS Release]_145,-681929.0114347195
803,ZEST - You & Me [NCS Release]_716,-682906.2455876132
777,Warptech - Last Summer [NCS Release]_799,-683696.1308614626
83,Barren Gates - Devil [NCS Release]_172,-684409.7751947388
54,Ascence - Konnichiwa [NCS Release]_221,-685380.7503069008
751,Uplink & Alex Skrindo - Me & You (feat Axol) [NCS Release]_397,-686501.8752022777
656,Simon Says! - one more time (feat Devonte) [NCS Release]_106,-687615.608621157
380,Jone - Everything [NCS Release]_25,-689685.3696274096
639,ROY KNOX x WTCHOUT - Shadows (Feat Svniivan) [NCS Release]_94,-692681.9272585874
451,Lennart Schroot & Unknown Brain - Kuyenda (feat Sru) [NCS Release]_431,-694325.7831364046
266,EMDI - Hurts Like This (feat Veronica Bravo) [NCS Release]_158,-696839.628303716
258,ElementD - Fallin (feat Micah Martin) [NCS Release]_549,-699597.6035844077
437,LarsM & Side-B ft Aloma Steele - Over (Dropouts Remix) [NCS Release]_745,-699795.0077310246
307,Heather Sommer & Uplink - Chance On Faith [NCS Release]_129,-700687.5882792219
486,Marin Hoxha - Endless [NCS Release]_227,-702248.3929821958
754,Uplink - Still Need You (feat AWR) [NCS Release]_558,-702649.4571821365
581,Prismo - Weakness [NCS Release]_499,-702966.0532869042
32,Alex Skrindo & Stahl! - Moments [NCS Release]_686,-703134.0394555982
314,Heuse - That Night (Feat Austin Salter) [NCS Release]_142,-703928.2222650574
657,Sinners Heist - Streetlight People (feat Harley Bird) [NCS Release]_339,-705100.5178545064
398,Kaivon - First Love (feat Pauline Herr) [NCS Release]_238,-705224.5466392983
443,Laszlo - Fall To Light [NCS Release]_798,-705853.4986153987
670,Spirix - Rampage Diet [NCS Release]_169,-706307.7668859981
26,Aero Chord feat DDARK - Shootin Stars [NCS Release]_802,-706562.4040695287
297,Glude - Dreamers [NCS Release]_325,-707614.2206898094
710,Tobu & Syndec - Dusk [NCS Release]_735,-708049.6070637383
316,Holly x Drivvin - Til The End [NCS Release]_493,-712008.0480988347
728,Umpire - Collins Ave [NCS Release]_685,-712717.0001601323
490,Matthew Blake feat Katie Boyle - Saved Me Now [NCS Release]_805,-713003.4982594545
178,Different Heaven - Far Away [NCS Release]_624,-714919.848928845
326,Inukshuk - Happy Accidents (Live Performance) [NCS Release]_515,-715807.0343631019
17,Acejax feat Danilyon - By My Side [NCS Release]_291,-720106.927109662
200,Distrion & Electro-Light - Rubik [NCS Release]_712,-722425.416612382
579,Prismo - Stronger (Raiko Remix) [NCS Release]_246,-724368.9094124922
164,Desembra - Hit Em [NCS Release]_622,-724524.6618458694
146,Culture Code - Make Me Move (feat Karra) [NCS Release]_535,-724766.3111230407
231,Egzod - Paper Crowns (feat Leo The Kind) [NCS Release]_480,-727076.3510918717
298,Glude - Identity [NCS Release]_531,-727326.7931960515
499,Mendum - Elysium [NCS Release]_658,-728049.8079095881
684,T & Sugah - Cast Away ft Ayve [NCS Release]_756,-730138.4317429767
621,Rob Gasser & Laura Brehm - Vertigo (Spitfya Remix) [NCS Release]_285,-732563.2234651247
800,Y&V - Falling Up [NCS Release]_517,-734385.5104217636
160,Deflo & Lliam Taylor - Reflections [NCS Release]_289,-735519.6100507698
60,Ash OConnor - You [NCS Release]_677,-737122.641253972
477,Main Reaktor - Alone [NCS Release]_736,-737426.6691569969
36,Andromedik - SHE [NCS Release]_115,-738610.3285592115
503,Mendum - Stay With Me (Krys Talk Remix) [NCS Release]_731,-742506.3690363767
59,Ash OConnor - Vibe [NCS Release]_665,-743119.7639647126
311,Heuse & WOLFHOWL & Riell - Daylight [NCS Release]_37,-743674.8874496752
448,Leateq & Aleksei & ELEX - They Watchin Me (FeatWill Wes) [NCS Release]_54,-748135.6366173361
514,Midranger - Unrequited (feat Holly Drummond) [NCS Release]_132,-749656.8567622097
320,HYLO - Paradise ft Akacia [NCS Release]_365,-752734.2956688249
245,Electro-Light - Throwback [NCS Release]_591,-753063.7549306848
802,Zaza - Be Together [NCS Release]_534,-753579.4743418156
114,Cartoon - Immortality (feat Kristel Aaslaid) [Futuristik Remix]  NCS Release_617,-755341.0629227177
567,Paul Flint - Sock It To Them [NCS Release]_504,-756063.3530787351
419,Kovan & LaCrème - Miracle (feat Daimy Lotus) [NCS Release]_133,-757937.0331051629
673,Stereotype - TOKYO 2099 [NCS Release]_51,-759821.5129129994
453,Lensko - Circles [NCS Release]_742,-761538.3168289666
496,Mekanism - Green Lights [NCS Release]_393,-761705.2564575615
115,Cartoon - Immortality (feat Kristel Aaslaid) [NCS Release]_633,-764920.5846418303
532,NCT x T & Sugah - Along The Road (feat Voicians) [NCS Release]_586,-772735.7898832668
173,Diamond Eyes - Hold On [NCS Release]_255,-773319.0731305291
272,ÉWN & Whogaux - Start That Fire [NCS Release]_573,-773704.9827094341
268,EMDI x RØGUENETHVN - Let Your Heartbreak (feat Leo the Kind) [NCS Release]_203,-775459.7895858119
780,Warriyo - Mortals (feat Laura Brehm) [NCS Release]_533,-778460.0421868428
372,Jo Cohen & BQ - Glowing At Night [NCS Release]_544,-778568.4923751706
16,Abandoned InfiNoise & Mendum  - See You at the End (feat Brenton Mattheus) [NCS Release]_13,-779780.9284657206
614,Rival x Cadmium - In Your Head (feat Micah Martin) [NCS Release]_148,-780639.3923080969
454,Lensko - Lets Go! [NCS Release]_723,-780951.5815284085
244,Electro-Light - The Ways (feat Aloma Steele) [NCS Release]_630,-780972.4107480644
302,Halcyon - Runaway (feat Valentina Franco) [NCS Release]_427,-782345.6707519193
501,Mendum - Red Hands (feat Omri) [NCS Release]_584,-784064.5107833409
790,Weero - Mates [NCS Release]_359,-787707.7296302263
270,Exert - Losing You (feat Janethan) [NCS Release]_737,-790374.0454644614
716,Tobu - Life [NCS Release]_772,-791850.8980302766
757,Valcos - A New Light [NCS Release]_559,-792240.9739119527
493,Max Brhon - Humanity [NCS Release]_180,-793953.5684326307
407,Killercats - What I Said (feat Alex Skrindo) [NCS Release]_629,-794776.6635417445
479,Main Reaktor - Recession [NCS Release]_741,-795478.1117075979
548,NIVIRO - The Labyrinth [NCS Release]_98,-797695.4308143407
392,JPB - What I Want  [NCS Release]_119,-798682.833886745
562,Oneeva - Platform 9 [NCS Release]_470,-802024.7300308319
74,Axol - Mars [NCS Release]_433,-802496.9445685578
190,Disco’s Over - TSU [NCS Release]_448,-803140.4356049895
203,Distrion - Chasing Ghosts (feat Max Landry) [NCS Release]_211,-804163.8065168053
459,Levianth & Acejax - Real Love [NCS Release]_84,-812627.6517022962
564,PatrickReza - Choices [NCS Release]_174,-812891.1688868902
582,Raiko - Lightning Child (feat Remi Willow) [NCS Release]_179,-814025.7587958826
662,Sk-Hall & Ludwiig - New Beginning [NCS Release]_167,-816325.2633332502
549,NIVIRO - The Return [NCS Official Video]_416,-817917.3568366203
159,Debris & RudeLies - Animal (feat Jex) [NCS Release]_287,-820292.9215392995
210,DM Galaxy - Bad Motives (feat Aloma Steele) [NCS Release]_750,-821473.9096015437
395,K-391 - Earth [NCS Release]_602,-822304.0895573092
136,Coopex & NEZZY - You And Me [NCS Release]_177,-824927.3098681484
277,Fareoh - Cloud Ten [NCS Release]_601,-833942.9632815237
427,Kozah - Travel Again [NCS Release]_321,-836789.9009745
793,WiDE AWAKE - Something More [NCS Release]_261,-837328.8855570003
538,NIVIRO - Flashes [NCS Release]_220,-838963.6476467418
304,Halvorsen - CTRL Z [NCS Release]_123,-843989.3649397931
260,Elliot Berger - Hold On (feat Ranja) [NCS Release]_758,-853450.4006685275
745,Unknown Brain - Superhero (feat Chris Linton) [NCS Release]_543,-861075.4191465795
494,Max Brhon - Illusion [NCS Release]_95,-864113.0202365954
414,Kontinuum - Lost (feat Savoi) [JJD Remix]  NCS Release_490,-870530.4682866235
